epoch,S_star,p_t,beta_t,omega_t,false_trust_rate,social_welfare,high_type_participation,reward_gini,collusion_success_rate,capital_exclusion_rate,mechanism,seed
103,1.0,0.375,0.8304940024387174,0.26497478811589853,0.08,63.828290037808465,0.9,0.6551986890039847,1.0,0.1,pure_stake,7
104,1.0,0.41,0.7011777918268064,0.32749084591177163,0.16,53.01302859126112,0.9,0.6251110170779062,1.0,0.1,pure_stake,7
105,1.0,0.39,0.8054284105139066,0.309890044904461,0.08,60.11344817626193,0.8875,0.6410695518160366,1.0,0.1125,pure_stake,7
106,1.0,0.4,0.8144087685320083,0.32971045290399476,0.1,55.7569172737634,0.8875,0.6342589185527205,1.0,0.1125,pure_stake,7
107,1.0,0.395,0.8658078814937011,0.2929243455358546,0.16,58.5721467136694,0.9,0.6350751051923111,1.0,0.1,pure_stake,7
108,1.0,0.43,0.7316638589025678,0.31065577042902115,0.2,50.73210293750282,0.9,0.6033411236298738,1.0,0.1,pure_stake,7
109,1.0,0.41,0.7002356509177697,0.2915714296448054,0.2,51.48685239931989,0.9,0.6223504500774899,1.0,0.1,pure_stake,7
110,1.0,0.41,0.7848248003997025,0.332132104225803,0.2,54.80041258527845,0.9,0.6266663881492012,1.0,0.1,pure_stake,7
111,1.0,0.405,0.7813229444260938,0.34050919865567125,0.16,59.45729784163718,0.9,0.6309974355372001,1.0,0.1,pure_stake,7
112,1.0,0.4,0.7392659212179952,0.33688867842172354,0.16,57.989163097058274,0.9,0.636370792508703,1.0,0.1,pure_stake,7
113,1.0,0.415,0.7381381037045666,0.3150148390155862,0.16,55.083903021213644,0.9,0.6214067010313608,1.0,0.1,pure_stake,7
114,1.0,0.39,0.770244080763465,0.30177029666465804,0.12,58.77355662953329,0.9,0.64067138549974,1.0,0.1,pure_stake,7
115,1.0,0.41,0.7331494752608947,0.3108976440916555,0.14,51.52278766085077,0.9125,0.6234832506867654,1.0,0.0875,pure_stake,7
116,1.0,0.395,0.7730315564429208,0.3133105399018272,0.12,61.22174862552574,0.9125,0.6389673625598196,1.0,0.0875,pure_stake,7
117,1.0,0.415,0.6610865661242941,0.31889516492161096,0.18,54.03189354885167,0.9125,0.6169425769974282,1.0,0.0875,pure_stake,7
118,1.0,0.41,0.7073252601633394,0.3370846313299513,0.14,61.28424448445343,0.9125,0.6245658404006763,1.0,0.0875,pure_stake,7
119,1.0,0.42,0.7817233904623931,0.35711304618481243,0.2,53.16447536189641,0.9125,0.6187641684520939,1.0,0.0875,pure_stake,7
120,1.0,0.385,0.7641649618348659,0.3167865055214187,0.12,58.641682410449,0.9125,0.6510259702951761,1.0,0.0875,pure_stake,7
121,1.0,0.41,0.6272317639316598,0.33164223903934015,0.22,53.62161107686866,0.9125,0.6251727073314294,1.0,0.0875,pure_stake,7
122,1.0,0.425,0.6355072782072042,0.34054816321508746,0.16,47.903517109642465,0.9125,0.6089569554187714,1.0,0.0875,pure_stake,7
123,1.0,0.42,0.792946834273697,0.3376840595507081,0.14,57.510538859645855,0.9125,0.6154083857382228,1.0,0.0875,pure_stake,7
124,1.0,0.405,0.7552697392834005,0.3509968039587765,0.12,60.3718325813918,0.9125,0.6333563676610806,1.0,0.0875,pure_stake,7
125,1.0,0.415,0.7634607547711278,0.36011427861221623,0.18,57.889201003947434,0.9125,0.6269171139759988,1.0,0.0875,pure_stake,7
126,1.0,0.395,0.8118597833755361,0.3233185338822448,0.08,62.86188607959144,0.9125,0.6421425938178448,1.0,0.0875,pure_stake,7
127,1.0,0.405,0.7579994668213766,0.34655022437488053,0.18,53.671614146677186,0.9125,0.6324993343114871,1.0,0.0875,pure_stake,7
128,1.0,0.42,0.8123385434851643,0.3308715709852906,0.12,54.72573563758516,0.9125,0.6154811270859333,1.0,0.0875,pure_stake,7
129,1.0,0.4,0.7499582011571877,0.3218686996457486,0.2,58.51416444310315,0.9125,0.6345210863922556,1.0,0.0875,pure_stake,7
130,1.0,0.4,0.617481196321102,0.35174764108748946,0.22,53.762490970966354,0.9125,0.6385557529605492,1.0,0.0875,pure_stake,7
131,1.0,0.405,0.8075715242133458,0.33948852585102735,0.1,60.10463164590963,0.9125,0.6322189559763075,1.0,0.0875,pure_stake,7
132,1.0,0.415,0.7419996559384481,0.33360516927917805,0.14,57.751015123191856,0.9125,0.6198625467970255,1.0,0.0875,pure_stake,7
133,1.0,0.415,0.76938466410596,0.3678683615459905,0.1,57.48579373525757,0.9125,0.6229673081494719,1.0,0.0875,pure_stake,7
134,1.0,0.41,0.7544304928148797,0.354557561879338,0.22,51.83219825302763,0.9125,0.6272777413500016,1.0,0.0875,pure_stake,7
135,1.0,0.42,0.7496441394496346,0.34326572556836116,0.12,55.62048941380609,0.9125,0.6149142273569616,1.0,0.0875,pure_stake,7
136,1.0,0.405,0.8191765986968386,0.31428705969457854,0.12,58.36252036571364,0.9125,0.6255997753156839,1.0,0.0875,pure_stake,7
137,1.0,0.41,0.7938639060995606,0.29880567728715307,0.14,56.03092350455502,0.9125,0.6204408489209193,1.0,0.0875,pure_stake,7
138,1.0,0.415,0.7346414760002665,0.3560075625948768,0.14,54.81605877616818,0.9125,0.6212046634222143,1.0,0.0875,pure_stake,7
139,1.0,0.435,0.7549518316290333,0.3713755274605213,0.16,51.672636078084984,0.9125,0.6024513128622205,1.0,0.0875,pure_stake,7
140,1.0,0.395,0.7334234225409971,0.3500545168439637,0.14,60.67546083952138,0.9125,0.6395195739562082,1.0,0.0875,pure_stake,7
141,1.0,0.42,0.6376460953610177,0.399920678147239,0.2,58.21911349258863,0.9125,0.6199371540188109,1.0,0.0875,pure_stake,7
142,1.0,0.415,0.7085465063039423,0.34769320118118124,0.14,54.41695187021662,0.9125,0.622501078319361,1.0,0.0875,pure_stake,7
143,1.0,0.42,0.7117293920143932,0.37317300202017006,0.2,54.171781430444916,0.9125,0.6189492517109185,1.0,0.0875,pure_stake,7
144,1.0,0.41,0.7708249566694132,0.36277869637872595,0.12,60.499069014180755,0.9125,0.6281331434764179,1.0,0.0875,pure_stake,7
145,1.0,0.425,0.7724877099863301,0.3531803766103538,0.16,50.845832847327316,0.9125,0.6121262512836624,1.0,0.0875,pure_stake,7
146,1.0,0.42,0.6742237637689128,0.37228992420156476,0.16,48.04307439250836,0.9125,0.621745440155248,1.0,0.0875,pure_stake,7
147,1.0,0.415,0.6263451114136773,0.3438827198189015,0.18,50.4182483887639,0.9125,0.622435302880041,1.0,0.0875,pure_stake,7
148,1.0,0.435,0.6088876025179843,0.3824462789656639,0.24,46.476852509605365,0.9125,0.6019200321992394,1.0,0.0875,pure_stake,7
149,1.0,0.42,0.6963527360270215,0.3591511695594601,0.2,51.38753100832064,0.9125,0.6165635441633238,1.0,0.0875,pure_stake,7
150,1.0,0.415,0.7671510963073811,0.3402220177071207,0.16,55.410992395462046,0.9125,0.6214007323293519,1.0,0.0875,pure_stake,7
151,1.0,0.425,0.8440130640493412,0.36933108144689036,0.2,54.312722832605004,0.925,0.6127866538191451,1.0,0.075,pure_stake,7
152,1.0,0.415,0.8627392105187286,0.38610677592317416,0.12,57.89531934700312,0.925,0.6254903038299783,1.0,0.075,pure_stake,7
153,1.0,0.415,0.8030371205288601,0.39002986986911775,0.14,56.871498448301416,0.925,0.6257596926897923,1.0,0.075,pure_stake,7
154,1.0,0.415,0.7630570447068095,0.3839909597654192,0.16,60.23890103693252,0.925,0.626882262235368,1.0,0.075,pure_stake,7
155,1.0,0.435,0.7543431794555508,0.38871522330768593,0.2,50.47913410660744,0.9125,0.6054786325790272,1.0,0.0875,pure_stake,7
156,1.0,0.445,0.6636832918311982,0.4116211084959857,0.16,52.64884833809103,0.9125,0.6014193222253558,1.0,0.0875,pure_stake,7
157,1.0,0.42,0.7255031714262685,0.37312327776681886,0.22,57.23687941813493,0.9125,0.6185928969094815,1.0,0.0875,pure_stake,7
158,1.0,0.43,0.6536681730784202,0.3960673662509781,0.28,50.62252762622741,0.9125,0.6080846434869818,1.0,0.0875,pure_stake,7
159,1.0,0.415,0.8389949233602936,0.38715208069044893,0.24,58.13787422553519,0.9125,0.6244045966453811,1.0,0.0875,pure_stake,7
160,1.0,0.425,0.7724805455339304,0.3733775256896073,0.24,53.743298750187684,0.925,0.6105872525150704,1.0,0.075,pure_stake,7
161,1.0,0.43,0.7824591062350533,0.3932995816066463,0.16,51.044782633574975,0.9125,0.6133473255450583,1.0,0.0875,pure_stake,7
162,1.0,0.41,0.9020359675194299,0.3887318408014468,0.14,61.74171676646963,0.9375,0.6283037231795188,1.0,0.0625,pure_stake,7
163,1.0,0.4,0.9026807240743925,0.3581811154922752,0.08,63.78547057081208,0.9375,0.6363637318618297,1.0,0.0625,pure_stake,7
164,1.0,0.42,0.8272101664751075,0.373454743781588,0.2,57.94919554862137,0.9375,0.6182353062106851,1.0,0.0625,pure_stake,7
165,1.0,0.425,0.7743270646030636,0.36207359356238566,0.18,54.849131208592,0.9375,0.6125680386900856,1.0,0.0625,pure_stake,7
166,1.0,0.41,0.8566508105409643,0.3493444374138496,0.16,58.011297578544486,0.9375,0.6297966586080002,1.0,0.0625,pure_stake,7
167,1.0,0.39,0.919676009721577,0.3111372258771092,0.1,62.848422857644884,0.9375,0.6474610418785894,1.0,0.0625,pure_stake,7
168,1.0,0.4,0.9137884545596539,0.3453413732371168,0.02,68.19695004368882,0.9375,0.6391032825745034,1.0,0.0625,pure_stake,7
169,1.0,0.41,0.8711747380158763,0.3509951737000164,0.1,63.17659787980848,0.9375,0.6317062589758858,1.0,0.0625,pure_stake,7
170,1.0,0.41,0.7976895962303583,0.34704935881534194,0.16,59.90827822503599,0.9375,0.629340299377645,1.0,0.0625,pure_stake,7
171,1.0,0.415,0.7938396674094769,0.36733980714924097,0.06,60.14718875135419,0.9375,0.6258828931133107,1.0,0.0625,pure_stake,7
172,1.0,0.4,0.8294762701341427,0.30649941783043216,0.08,62.18362819689887,0.9375,0.6357823835829542,1.0,0.0625,pure_stake,7
173,1.0,0.395,0.9082911438025713,0.29017502492062397,0.08,62.194231515611854,0.9375,0.6413422131070762,1.0,0.0625,pure_stake,7
174,1.0,0.425,0.7257582293379213,0.3415154391487485,0.1,52.43035958104323,0.9375,0.6123394091273389,1.0,0.0625,pure_stake,7
175,1.0,0.42,0.9034081850666495,0.3460596626180966,0.06,61.76994123382098,0.9375,0.6174991542438535,1.0,0.0625,pure_stake,7
176,1.0,0.435,0.7284481085753755,0.3577212089105564,0.12,54.760728159012906,0.9375,0.6061784813887698,1.0,0.0625,pure_stake,7
177,1.0,0.415,0.8322358923044619,0.32126833927826015,0.1,59.86397827618704,0.9375,0.6200305200401331,1.0,0.0625,pure_stake,7
178,1.0,0.42,0.8076210344313454,0.3549795090563189,0.16,56.714132128025604,0.9375,0.6170080348265888,1.0,0.0625,pure_stake,7
179,1.0,0.43,0.8065160496121783,0.3338358614599888,0.06,58.761000140699295,0.9375,0.6072128578514315,1.0,0.0625,pure_stake,7
180,1.0,0.43,0.8188694100380273,0.37532053741107674,0.16,57.348498396231044,0.9375,0.6110819676958056,1.0,0.0625,pure_stake,7
181,1.0,0.44,0.7896734720078327,0.3564086938996494,0.14,57.075594730525495,0.95,0.5967210190949368,1.0,0.05,pure_stake,7
182,1.0,0.42,0.9307769207627171,0.3383484111292923,0.18,58.330722629838405,0.95,0.6136158962269874,1.0,0.05,pure_stake,7
183,1.0,0.42,0.7939797185262492,0.34796750707172336,0.22,56.96110293686133,0.95,0.6166276111369633,1.0,0.05,pure_stake,7
184,1.0,0.42,0.9153100700530383,0.3292995904194037,0.16,58.5682541509196,0.9375,0.6175611183604022,1.0,0.0625,pure_stake,7
185,1.0,0.425,0.84181431334365,0.33683577029029876,0.18,58.37701712948525,0.95,0.6124856257155894,1.0,0.05,pure_stake,7
186,1.0,0.425,0.8759560917255036,0.34193105064269863,0.16,60.160122884363886,0.95,0.6104562304638042,1.0,0.05,pure_stake,7
187,1.0,0.42,0.7954926996891709,0.3461476450544708,0.1,56.364782881036476,0.95,0.6151431838272158,1.0,0.05,pure_stake,7
188,1.0,0.435,0.8307926201118085,0.33550479007791606,0.2,50.16531337556477,0.95,0.5992090161132837,1.0,0.05,pure_stake,7
189,1.0,0.445,0.8334154433235967,0.3650073942271493,0.22,50.58542169467031,0.95,0.5952155377313221,0.0,0.05,pure_stake,7
190,1.0,0.44,0.9437774016720345,0.3660600157206671,0.18,54.09032139512757,0.95,0.5954197812363229,1.0,0.05,pure_stake,7
191,1.0,0.455,0.9304839614442286,0.36443353774469867,0.2,55.62437819373645,0.95,0.5839685570874961,0.0,0.05,pure_stake,7
192,1.0,0.44,0.8193377810657899,0.3598361356661385,0.14,52.22253529796945,0.95,0.5979979645082858,1.0,0.05,pure_stake,7
193,1.0,0.43,0.8404881810814906,0.37532610218947016,0.2,54.49739048719803,0.95,0.6075785196843804,1.0,0.05,pure_stake,7
194,1.0,0.435,0.8640950031503654,0.3976550658736542,0.22,56.47292675030242,0.95,0.6080078662391148,1.0,0.05,pure_stake,7
195,1.0,0.43,0.8256657987264351,0.37082343146416175,0.14,52.28673109916301,0.95,0.608092394638646,1.0,0.05,pure_stake,7
196,1.0,0.44,0.8483309562749621,0.39347351970731,0.14,56.680837871017566,0.9625,0.6000076015322783,1.0,0.0375,pure_stake,7
197,1.0,0.43,0.8221289606684561,0.3819174656036229,0.22,53.04738285526058,0.95,0.6094823072928133,1.0,0.05,pure_stake,7
198,1.0,0.445,0.835866601777377,0.3886418646405749,0.16,53.169220803048255,0.95,0.595251786383104,1.0,0.05,pure_stake,7
199,1.0,0.445,0.9172663345015296,0.3844557916901763,0.16,54.759456940470635,0.9625,0.598283364725312,1.0,0.0375,pure_stake,7
50,1.0,0.325,0.5579214809865642,0.2917150614307832,0.12,56.82577489216804,0.75,0.7053572057196179,0.0,0.25,pure_stake,8
51,1.0,0.33,0.6973621156440079,0.3259675144612041,0.12,63.03599620449401,0.7625,0.702973351382617,0.0,0.2375,pure_stake,8
52,1.0,0.345,0.549519123976166,0.3347151990363454,0.16,56.80580033107162,0.75,0.688505491015064,0.0,0.25,pure_stake,8
53,1.0,0.37,0.6026037821799727,0.38199911953493004,0.28,49.51506618221556,0.7625,0.6689971382151114,0.0,0.2375,pure_stake,8
54,1.0,0.34,0.5455838393800202,0.3470217967074916,0.24,53.84796594345021,0.75,0.690300241584505,0.0,0.25,pure_stake,8
55,1.0,0.375,0.5768828469345566,0.3833297006685512,0.22,50.767886004372755,0.775,0.6610286556500414,0.0,0.225,pure_stake,8
56,1.0,0.35,0.5412225924249285,0.34501504520020554,0.22,52.753590535406346,0.75,0.6831615120230926,0.0,0.25,pure_stake,8
57,1.0,0.33,0.5535046093081577,0.3134973761973907,0.16666666666666666,55.39222279043199,0.75,0.7012692783211099,0.0,0.25,pure_stake,8
58,1.0,0.355,0.5575355165740868,0.3198319988893593,0.14,54.73307289980071,0.7625,0.6764489064205133,0.0,0.2375,pure_stake,8
59,1.0,0.33,0.593893974240608,0.3184904561255085,0.15151515151515152,56.024399947031995,0.7625,0.7006835249387906,1.0,0.2375,pure_stake,8
60,1.0,0.34,0.5788837501027404,0.33339525918834495,0.22,56.122948193018026,0.775,0.691606181739459,0.0,0.225,pure_stake,8
61,1.0,0.33,0.5939107966010198,0.31491226961548624,0.1,58.27153789752809,0.775,0.7005588203215407,0.0,0.225,pure_stake,8
62,1.0,0.365,0.5750633514328909,0.3206068419279419,0.22,51.84200249785939,0.7875,0.6662974937794246,0.0,0.2125,pure_stake,8
63,1.0,0.37,0.4976648728858364,0.3586368823794932,0.18,51.4952379065215,0.8,0.6655969204537618,0.0,0.2,pure_stake,8
64,1.0,0.375,0.44188049587429945,0.3581745338093597,0.22,49.495907066515784,0.8,0.658570062730676,1.0,0.2,pure_stake,8
65,1.0,0.36,0.47925669111302643,0.33619149144599436,0.2,51.18901916060456,0.7875,0.6756948649475726,1.0,0.2125,pure_stake,8
66,1.0,0.355,0.6159478676200404,0.3182087306265065,0.16901408450704225,62.13083083521603,0.7875,0.6806074327330021,1.0,0.2125,pure_stake,8
67,1.0,0.365,0.6437226267619595,0.2775281386670973,0.08,63.17739880892707,0.8125,0.6669211413944133,0.0,0.1875,pure_stake,8
68,1.0,0.37,0.5820326540131224,0.3329455095298843,0.24,54.076927185528824,0.8125,0.6673852479468871,0.0,0.1875,pure_stake,8
69,1.0,0.365,0.5911948028801242,0.3188325031626659,0.18,59.0061727329126,0.8,0.6677131070971806,0.0,0.2,pure_stake,8
70,1.0,0.375,0.6270267117925948,0.3244353771122493,0.2,53.43202437857176,0.8,0.6602799232403573,0.0,0.2,pure_stake,8
71,1.0,0.365,0.701548397026284,0.32211073267423745,0.12,56.821838437116384,0.8125,0.668436269657639,0.0,0.1875,pure_stake,8
72,1.0,0.355,0.741096892338203,0.30111861052003547,0.16,61.47054752996069,0.8125,0.6769383410839411,1.0,0.1875,pure_stake,8
73,1.0,0.36,0.8273337564891735,0.316523441578864,0.12,62.13447319717564,0.825,0.671998804519797,1.0,0.175,pure_stake,8
74,1.0,0.37,0.7052661710451951,0.36772860817454034,0.1,59.8723473644245,0.8375,0.6680515642071067,1.0,0.1625,pure_stake,8
75,1.0,0.365,0.6884604403805772,0.3405897957806801,0.18,58.68296641461728,0.8125,0.6716912284619386,1.0,0.1875,pure_stake,8
76,1.0,0.38,0.6773137785994301,0.3574913337287918,0.14,56.9645516909521,0.8125,0.6582436558531113,1.0,0.1875,pure_stake,8
77,1.0,0.395,0.6287983613682518,0.3402667767673544,0.14,49.08534190060518,0.825,0.6443745365709993,0.0,0.175,pure_stake,8
78,1.0,0.395,0.7358665232032335,0.3723206170103594,0.08,59.600202456836676,0.8375,0.6464507764461778,0.0,0.1625,pure_stake,8
79,1.0,0.385,0.6252111744787923,0.36828283357045133,0.16,49.436381356995355,0.825,0.6530158380026467,0.0,0.175,pure_stake,8
80,1.0,0.385,0.6599124886478194,0.36311134970893577,0.14,56.2741964452669,0.8375,0.654240219894248,0.0,0.1625,pure_stake,8
81,1.0,0.38,0.727509859173253,0.3325968991111662,0.16,56.71038530779998,0.85,0.6564268301145422,0.0,0.15,pure_stake,8
82,1.0,0.395,0.7511990049720925,0.32354575756014575,0.08,62.30144959221641,0.8625,0.6442718902721339,0.0,0.1375,pure_stake,8
83,1.0,0.375,0.6077264558004579,0.32542471326225025,0.16,58.70484464938558,0.85,0.6611686125098982,0.0,0.15,pure_stake,8
84,1.0,0.39,0.6376284197656905,0.32550066580083264,0.1,54.75861359672892,0.8625,0.6468776846149401,0.0,0.1375,pure_stake,8
85,1.0,0.4,0.6071421070206824,0.3037955536976619,0.22,57.11242103227774,0.8625,0.631587023271153,0.0,0.1375,pure_stake,8
86,1.0,0.38,0.5791466394296935,0.3047319102266875,0.1,57.92030738580149,0.85,0.6521345621731983,0.0,0.15,pure_stake,8
87,1.0,0.395,0.5964035050436162,0.31729720362343294,0.18,49.85978448195291,0.8625,0.6405477686585739,0.0,0.1375,pure_stake,8
88,1.0,0.385,0.6603675311933066,0.31296616850689124,0.12,62.9052020449419,0.8625,0.6487240510045478,0.0,0.1375,pure_stake,8
89,1.0,0.39,0.5928599726808186,0.2918688929418837,0.16,55.85945758503541,0.8625,0.6416893378342159,0.0,0.1375,pure_stake,8
90,1.0,0.395,0.5741030722526815,0.3360375641019688,0.22,55.838917637152214,0.875,0.6423000717613988,0.0,0.125,pure_stake,8
91,1.0,0.405,0.5917507969496937,0.35302465060953087,0.18,48.87023712897428,0.8625,0.6321620336578945,0.0,0.1375,pure_stake,8
92,1.0,0.41,0.6710494218266795,0.3347995011004774,0.2,53.133643664277585,0.8625,0.6253480745361623,1.0,0.1375,pure_stake,8
93,1.0,0.395,0.5910672992763814,0.3078052075270045,0.24,51.195792431,0.8625,0.6389330710610797,1.0,0.1375,pure_stake,8
94,1.0,0.4,0.6677424912826534,0.32633132297315065,0.16,55.10958919178763,0.8625,0.6361268353893643,1.0,0.1375,pure_stake,8
95,1.0,0.385,0.7023264257898836,0.31379207611549736,0.12,61.663953203316886,0.875,0.6514732880094197,0.0,0.125,pure_stake,8
96,1.0,0.38,0.6983640846119872,0.3241346491428133,0.16,61.89206557035733,0.8625,0.6554094150738434,0.0,0.1375,pure_stake,8
97,1.0,0.38,0.5645469859946408,0.3127431502479526,0.14,58.919919589950446,0.875,0.6515691137641973,0.0,0.125,pure_stake,8
98,1.0,0.38,0.702001352987333,0.3064762252443934,0.16,64.61170015501177,0.875,0.6513195054739884,0.0,0.125,pure_stake,8
99,1.0,0.38,0.7777608653201735,0.2758128568465339,0.12,62.93115564707088,0.875,0.6489799616340473,1.0,0.125,pure_stake,8
100,1.0,0.38,0.5936688164191274,0.3016504315271365,0.2,57.32072352279786,0.8625,0.6517826209599021,1.0,0.1375,pure_stake,8
101,1.0,0.385,0.8138016214418183,0.2849007640121005,0.14,60.29064055233428,0.8625,0.6467680241561625,0.0,0.1375,pure_stake,8
102,1.0,0.395,0.7153021772460346,0.31168794469623057,0.18,53.78640996253531,0.875,0.6412242209283519,0.0,0.125,pure_stake,8
103,1.0,0.38,0.6406114500068285,0.33824268778799194,0.18,57.97396666056199,0.875,0.6526959037716573,0.0,0.125,pure_stake,8
104,1.0,0.385,0.6510632924705237,0.32495783099825215,0.18,57.46440422150885,0.8625,0.648922296579757,0.0,0.1375,pure_stake,8
105,1.0,0.41,0.6396642111674294,0.3622616854306744,0.22,52.86840570535386,0.8875,0.6298468775584221,0.0,0.1125,pure_stake,8
106,1.0,0.405,0.6288794680457357,0.345905181703683,0.08,53.29236654130369,0.8875,0.6329079978304318,1.0,0.1125,pure_stake,8
107,1.0,0.415,0.6627118955242567,0.3479894359125623,0.12,48.436659193953204,0.875,0.6218128929035768,0.0,0.125,pure_stake,8
108,1.0,0.405,0.744303619742767,0.3096645010102976,0.18,54.288877727716695,0.8875,0.6251354469842756,0.0,0.1125,pure_stake,8
109,1.0,0.405,0.7874065421627808,0.3074408766562757,0.1,57.73629172860131,0.8875,0.6298570559194612,0.0,0.1125,pure_stake,8
110,1.0,0.4,0.6301865467054187,0.3336675648031559,0.2,55.02443521762607,0.8875,0.6337464037320729,0.0,0.1125,pure_stake,8
111,1.0,0.395,0.600860235165103,0.3000369596603466,0.16,56.30451778332386,0.8875,0.6347846912947123,0.0,0.1125,pure_stake,8
112,1.0,0.395,0.6995955226973378,0.3019975057694193,0.18,58.262380473629314,0.8875,0.6392977954320184,0.0,0.1125,pure_stake,8
113,1.0,0.39,0.6813993667334765,0.3452746376756483,0.12,62.8900032046836,0.8875,0.6496042691579038,0.0,0.1125,pure_stake,8
114,1.0,0.4,0.7139842730685906,0.3537867211740392,0.14,59.867878658293975,0.8875,0.6396175727103186,0.0,0.1125,pure_stake,8
115,1.0,0.41,0.7173324688300531,0.33264776092984116,0.16,55.829326026034494,0.8875,0.6265073872646851,0.0,0.1125,pure_stake,8
116,1.0,0.41,0.6358755387987325,0.35179871538511276,0.14,58.62452612762575,0.9125,0.6310219349249061,0.0,0.0875,pure_stake,8
117,1.0,0.38,0.7758493956777469,0.2882916094676713,0.12,64.68522746567706,0.8875,0.6531394772595625,0.0,0.1125,pure_stake,8
118,1.0,0.38,0.7738967816286529,0.3039433818417549,0.14,63.69665625674753,0.8875,0.6543098592584251,0.0,0.1125,pure_stake,8
119,1.0,0.38,0.6744796853148668,0.3259543924129053,0.18,60.73574243992973,0.8875,0.6526379163099486,0.0,0.1125,pure_stake,8
120,1.0,0.385,0.7160550246181459,0.29247939510280807,0.08,60.77359379809413,0.8875,0.648128899221887,0.0,0.1125,pure_stake,8
121,1.0,0.395,0.7911806382420985,0.2820214468739164,0.14,59.158609743558756,0.8875,0.6350962987588863,1.0,0.1125,pure_stake,8
122,1.0,0.4,0.6915093597170874,0.30538992961030076,0.14,55.831599042529966,0.8875,0.6327887380931528,0.0,0.1125,pure_stake,8
123,1.0,0.4,0.6572847419578018,0.3129615259073798,0.22,49.86493418870288,0.8875,0.6355049747958914,0.0,0.1125,pure_stake,8
124,1.0,0.425,0.709399467733276,0.3411502081319335,0.18,53.660322671154844,0.9,0.6123836026905891,0.0,0.1,pure_stake,8
125,1.0,0.4,0.8151304222260224,0.31410751771584294,0.18,60.770029956067106,0.9,0.6355483079325298,0.0,0.1,pure_stake,8
126,1.0,0.395,0.7776290001243902,0.2842328231476839,0.16455696202531644,57.14673191445481,0.9,0.6380623414945676,0.0,0.1,pure_stake,8
127,1.0,0.395,0.7989753145663232,0.2927869287348327,0.08,63.134399954474,0.9,0.6386432659731065,0.0,0.1,pure_stake,8
128,1.0,0.375,0.7468959531937711,0.25083644216321466,0.12,61.8303012591982,0.9,0.6576908909645532,0.0,0.1,pure_stake,8
129,1.0,0.37,0.7577518293854987,0.24857145264676733,0.2,62.48761747383205,0.9,0.6629069759328966,0.0,0.1,pure_stake,8
130,1.0,0.38,0.7833336536177975,0.28135485818000544,0.12,61.78768111977528,0.9,0.6545016705662506,0.0,0.1,pure_stake,8
131,1.0,0.41,0.803004721422758,0.30859826105810334,0.12,57.78176011321921,0.9125,0.6260026505063826,0.0,0.0875,pure_stake,8
132,1.0,0.4,0.7602143605367071,0.31045650876317665,0.14,59.16464312533947,0.9125,0.6353473275721058,0.0,0.0875,pure_stake,8
133,1.0,0.38,0.83889300840619,0.3035620760416482,0.08,67.65808567531694,0.9125,0.6562090936826214,0.0,0.0875,pure_stake,8
134,1.0,0.385,0.6984817421988326,0.2732295677933579,0.12,60.14351330434535,0.9125,0.649920514874591,0.0,0.0875,pure_stake,8
135,1.0,0.375,0.7818586886162154,0.2687862354315304,0.12,63.55022908252056,0.9125,0.6589606336235931,0.0,0.0875,pure_stake,8
136,1.0,0.39,0.69980298307165,0.3276471473352997,0.16,58.46152348639778,0.9125,0.651082954315436,0.0,0.0875,pure_stake,8
137,1.0,0.39,0.6355341138543484,0.3602761009811867,0.12,56.87426184577925,0.9125,0.6517121387387742,0.0,0.0875,pure_stake,8
138,1.0,0.395,0.7960281015648085,0.32233356537573277,0.12,61.032342353960914,0.9125,0.6421738131555139,0.0,0.0875,pure_stake,8
139,1.0,0.4,0.8446916666691076,0.28676994493342245,0.06,61.78971311725655,0.9125,0.6351171220570387,0.0,0.0875,pure_stake,8
140,1.0,0.4,0.8501070348663108,0.3004825637249412,0.16,60.00298733861153,0.9125,0.6360522682741409,0.0,0.0875,pure_stake,8
141,1.0,0.405,0.6920501943956849,0.3105518590902647,0.22,59.19942609692194,0.9125,0.630021240678705,0.0,0.0875,pure_stake,8
142,1.0,0.39,0.6877301476905001,0.3286590639882875,0.16,59.0913695529736,0.9125,0.6454138717935162,0.0,0.0875,pure_stake,8
143,1.0,0.405,0.693222495327256,0.344601499724863,0.2,57.2945130676478,0.9125,0.6346870808629989,0.0,0.0875,pure_stake,8
144,1.0,0.39,0.6779708455023293,0.29213647197636494,0.16,61.588626623880195,0.9125,0.6456256443785718,0.0,0.0875,pure_stake,8
145,1.0,0.395,0.5647715045017254,0.31945686102831766,0.08,61.16425034912497,0.9125,0.6448512096714337,0.0,0.0875,pure_stake,8
146,1.0,0.405,0.6423488189625753,0.3311961739916234,0.18,57.85037047499382,0.9125,0.6349421966682676,0.0,0.0875,pure_stake,8
147,1.0,0.415,0.6596621253960965,0.3001651022138874,0.14,58.42611212531157,0.9125,0.6209091022472989,0.0,0.0875,pure_stake,8
148,1.0,0.405,0.6232083260865386,0.30871180524607034,0.14,59.11717169631324,0.9125,0.6322656584056283,0.0,0.0875,pure_stake,8
149,1.0,0.395,0.7462603497778825,0.2993634018755011,0.1,64.42949208592073,0.9125,0.6414329589819099,0.0,0.0875,pure_stake,8
150,1.0,0.42,0.6919342765169683,0.3015685997006414,0.16,52.7548860860065,0.9125,0.6146491308465057,0.0,0.0875,pure_stake,8
